Bắt	Arrest-jail	O	T33	Person-Arg:T34 
ngân_hàng	O	O	O	N
có	O	O	O	N
tình_trạng	O	O	O	N
tài_chính	O	O	O	N
được	O	O	O	N
xem	O	O	O	N
là	O	O	O	N
yếu_kém	O	O	O	N
.	O	O	O	N

Sacombank	O	O	O	N
và	O	O	O	N
cổ_đông	O	O	O	N
:	O	O	O	N
gánh	O	O	O	N
nợ_xấu	O	O	O	N

Thông_tin	O	O	O	N
ban_đầu	O	O	O	N
cho_hay	O	O	O	N
,	O	O	O	N
ngân_hàng	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
sáp_nhập	O	O	O	N
giữ	O	O	O	N
tên	O	O	O	N
là	O	O	O	N
Sacombank	O	O	O	N
và	O	O	O	N
thương_hiệu	O	O	O	N
Southernbank	O	O	O	N
sẽ	O	O	O	N
không	O	O	O	N
tồn_tại	O	O	O	N
nữa	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
tính_toán	O	O	O	N
sơ_khởi	O	O	O	N
,	O	O	O	N
Sacombank	O	O	O	N
mới	O	O	O	N
có	O	O	O	N
vốn_điều_lệ	O	O	O	N
gần	O	O	O	N
16.500	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
(	O	O	O	N
bằng	O	O	O	N
tổng	O	O	O	N
vốn_điều_lệ	O	O	O	N
hiện_tại	O	O	O	N
của	O	O	O	N
Sacombank	O	O	O	N
12.425	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
và	O	O	O	N
Southernbank	O	O	O	N
4.000	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
)	O	O	O	N
,	O	O	O	N
với	O	O	O	N
tổng	O	O	O	N
tài_sản	O	O	O	N
khoảng	O	O	O	N
240.000	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
đó	O	O	O	N
quy_mô	O	O	O	N
của	O	O	O	N
ngân_hàng	O	O	O	N
mới	O	O	O	N
chỉ	O	O	O	N
đứng	O	O	O	N
sau	O	O	O	N
4	O	O	O	N
ngân_hàng	O	O	O	N
quốc_doanh	O	O	O	N
hiện_nay	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
báo_cáo	O	O	O	N
tài_chính	O	O	O	N
,	O	O	O	N
ông	O	O	O	N
Trầm_Bê	O	O	O	N
và	O	O	O	N
gia_đình	O	O	O	N
ông	O	O	O	N
nắm	O	O	O	N
tỷ_lệ	O	O	O	N
20,81	O	O	O	N
%	O	O	O	N
cổ_phần	O	O	O	N
của	O	O	O	N
Southernbank	O	O	O	N
,	O	O	O	N
còn	O	O	O	N
tại	O	O	O	N
Sacombank	O	O	O	N
.	O	O	O	N

Dù	O	O	O	N
chính_thức	O	O	O	N
ông	O	O	O	N
Trâm_Bê	O	O	O	N
và	O	O	O	N
gia_đình	O	O	O	N
chỉ	O	O	O	N
sở_hữu	O	O	O	N
có	O	O	O	N
6,8	O	O	O	N
%	O	O	O	N
cổ_phần	O	O	O	N
nhưng	O	O	O	N
nhiều	O	O	O	N
người	O	O	O	N
cho	O	O	O	N
rằng	O	O	O	N
tỷ_lệ	O	O	O	N
thực_tế	O	O	O	N
có_thể	O	O	O	N
cao	O	O	O	N
hơn	O	O	O	N
.	O	O	O	N

Nếu	O	O	O	N
thương_vụ	O	O	O	N
sáp_nhập	O	O	O	N
thành_công	O	O	O	N
,	O	O	O	N
điều	O	O	O	N
dễ_dàng	O	O	O	N
nhìn	O	O	O	N
thấy	O	O	O	N
là	O	O	O	N
ngân_hàng	O	O	O	N
mới	O	O	O	N
sẽ	O	O	O	N
tăng	O	O	O	N
lên	O	O	O	N
về	O	O	O	N
quy_mô	O	O	O	N
như	O	O	O	N
mạng_lưới	O	O	O	N
giao_dịch	O	O	O	N
,	O	O	O	N
chi_nhánh	O	O	O	N
,	O	O	O	N
tổng	O	O	O	N
tài_sản	O	O	O	N
và	O	O	O	N
vốn_điều_lệ	O	O	O	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
điều	O	O	O	N
mà	O	O	O	N
cổ_đông	O	O	O	N
của	O	O	O	N
hai	O	O	O	N
ngân_hàng	O	O	O	N
,	O	O	O	N
đặc_biệt	O	O	O	N
với	O	O	O	N
cổ_đông	O	O	O	N
Sacombank	O	O	O	N
cũ	O	O	O	N
họ	O	O	O	N
quan_tâm	O	O	O	N
đến	O	O	O	N
hiệu_quả	O	O	O	N
hoạt_động	O	O	O	N
của	O	O	O	N
ngân_hàng	O	O	O	N
mới	O	O	O	N
hơn	O	O	O	N
là	O	O	O	N
phần	O	O	O	N
nổi	O	O	O	N
ai	O	O	O	N
cũng	O	O	O	N
nhìn	O	O	O	N
thấy	O	O	O	N
.	O	O	O	N

Về	O	O	O	N
mặt	O	O	O	N
lý_thuyết	O	O	O	N
,	O	O	O	N
nguyên_tắc	O	O	O	N
cơ_bản	O	O	O	N
mua_bán	O	O	O	N
sáp_nhập	O	O	O	N
(	O	O	O	N
M	O	O	O	N
&	O	O	O	N
A	O	O	O	N
)	O	O	O	N
là	O	O	O	N
phải	O	O	O	N
tạo	O	O	O	N
ra	O	O	O	N
giá_trị	O	O	O	N
gia_tăng	O	O	O	N
cho	O	O	O	N
cổ_đông	O	O	O	N
hơn	O	O	O	N
so	O	O	O	N
với	O	O	O	N
việc	O	O	O	N
trước	O	O	O	N
sáp_nhập	O	O	O	N
.	O	O	O	N

Đồng_thời	O	O	O	N
,	O	O	O	N
về	O	O	O	N
năng_lực	O	O	O	N
cạnh_tranh	O	O	O	N
,	O	O	O	N
những	O	O	O	N
công_ty	O	O	O	N
mạnh	O	O	O	N
mua	O	O	O	N
lại	O	O	O	N
công_ty	O	O	O	N
khác_thường	O	O	O	N
nhằm	O	O	O	N
tạo	O	O	O	N
ra	O	O	O	N
một	O	O	O	N
công_ty	O	O	O	N
mới	O	O	O	N
với	O	O	O	N
năng_lực	O	O	O	N
cạnh_tranh	O	O	O	N
cao	O	O	O	N
hơn	O	O	O	N
,	O	O	O	N
đạt	O	O	O	N
hiệu_quả	O	O	O	N
tốt	O	O	O	N
về	O	O	O	N
chi_phí	O	O	O	N
,	O	O	O	N
chiếm_lĩnh	O	O	O	N
thị	O	O	O	N
phần_lớn	O	O	O	N
hơn	O	O	O	N
,	O	O	O	N
hiệu_quả	O	O	O	N
vận_hành	O	O	O	N
cũng	O	O	O	N
hơn	O	O	O	N
.	O	O	O	N

Trong	O	O	O	N
khi	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
hai	O	O	O	N
đơn_vị	O	O	O	N
đang	O	O	O	N
sáp_nhập	O	O	O	N
đang	O	O	O	N
có	O	O	O	N
xu_hướng	O	O	O	N
ngược	O	O	O	N
nhau	O	O	O	N
.	O	O	O	N

Sacombank	O	O	O	N
đang	O	O	O	N
là	O	O	O	N
ngân_hàng	O	O	O	N
bán_lẻ	O	O	O	N
hoạt_động	O	O	O	N
hiệu_quả	O	O	O	N
,	O	O	O	N
trong	O	O	O	N
khi	O	O	O	N
Southernbank	O	O	O	N
lại	O	O	O	N
đối_mặt	O	O	O	N
với	O	O	O	N
tỷ	O	O	O	N
lê	O	O	O	N
nợ_xấu	O	O	O	N
đang	O	O	O	N
có	O	O	O	N
xu_hướng	O	O	O	N
gia_tăng	O	O	O	N
và	O	O	O	N
những	O	O	O	N
khoản	O	O	O	N
phải	O	O	O	N
thu	O	O	O	N
ngất_ngưởng	O	O	O	N
.	O	O	O	N

Phân_tích	O	O	O	N
của	O	O	O	N
CTCK	O	O	O	N
Bản_Việt	O	O	O	N
(	O	O	O	N
VCSC	O	O	O	N
)	O	O	O	N
,	O	O	O	N
thương_vụ	O	O	O	N
M	O	O	O	N
&	O	O	O	N
A	O	O	O	N
này	O	O	O	N
sẽ	O	O	O	N
tăng	O	O	O	N
thêm	O	O	O	N
gánh	O	O	O	N
nặng	O	O	O	N
nợ	O	O	O	N
xấu	O	O	O	N
lên	O	O	O	N
Sacombank	O	O	O	N
và	O	O	O	N
ảnh_hưởng	O	O	O	N
đến	O	O	O	N
hoạt_động	O	O	O	N
kinh_doanh	O	O	O	N
của	O	O	O	N
ngân_hàng	O	O	O	N
do	O	O	O	N
việc	O	O	O	N
kinh_doanh	O	O	O	N
của	O	O	O	N
Southernbank	O	O	O	N
thời_gian	O	O	O	N
gần	O	O	O	N
đây	O	O	O	N
có	O	O	O	N
diễn_biến	O	O	O	N
không	O	O	O	N
tốt	O	O	O	N
.	O	O	O	N

Như_vậy	O	O	O	N
,	O	O	O	N
nếu	O	O	O	N
việc	O	O	O	N
sáp_nhập	O	O	O	N
này	O	O	O	N
diễn	O	O	O	N
ra	O	O	O	N
như	O	O	O	N
dự_tính	O	O	O	N
,	O	O	O	N
đây	O	O	O	N
không	O	O	O	N
hẳn	O	O	O	N
là	O	O	O	N
một	O	O	O	N
phép_tính	O	O	O	N
cộng	O	O	O	N
bình_thường	O	O	O	N
mà	O	O	O	N
nó	O	O	O	N
có_thể	O	O	O	N
ẩn_chứa	O	O	O	N
nhiều	O	O	O	N
điều	O	O	O	N
khác	O	O	O	N
đằng	O	O	O	N
sau	O	O	O	N
.	O	O	O	N

Nếu	O	O	O	N
vụ	O	O	O	N
sáp_nhập	O	O	O	N
thành_công	O	O	O	N
và	O	O	O	N
với	O	O	O	N
tỷ_lệ	O	O	O	N
1:1	O	O	O	N
(	O	O	O	N
để	O	O	O	N
vốn_điều_lệ	O	O	O	N
tăng	O	O	O	N
tương_ứng	O	O	O	N
vốn	O	O	O	N
2	O	O	O	N
ngân_hàng	O	O	O	N
)	O	O	O	N
,	O	O	O	N
điều	O	O	O	N
đó	O	O	O	N
có	O	O	O	N
nghĩa	O	O	O	N
một	O	O	O	N
phần_lớn	O	O	O	N
cổ_phiếu	O	O	O	N
của	O	O	O	N
Southernbank	O	O	O	N
sẽ	O	O	O	N
biến	O	O	O	N
thành	O	O	O	N
cổ_phiếu	O	O	O	N
của	O	O	O	N
Sacombank	O	O	O	N
mới	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
cổ_phiếu	O	O	O	N
này	O	O	O	N
có	O	O	O	N
giá_trị	O	O	O	N
cao	O	O	O	N
hơn	O	O	O	N
rất	O	O	O	N
nhiều	O	O	O	N
so	O	O	O	N
với	O	O	O	N
Southernbank	O	O	O	N
.	O	O	O	N

Còn	O	O	O	N
tình_trạng	O	O	O	N
sức_khoẻ	O	O	O	N
thật_sự	O	O	O	N
của	O	O	O	N
Sacombank	O	O	O	N
mới	O	O	O	N
có_lẽ	O	O	O	N
cũng	O	O	O	N
chẳng	O	O	O	N
có	O	O	O	N
gì	O	O	O	N
sáng_sủa	O	O	O	N
.	O	O	O	N

Ai	O	O	O	N
được	O	O	O	N
lợi	O	O	O	N
trong	O	O	O	N
câu_chuyện	O	O	O	N
này	O	O	O	N
,	O	O	O	N
thiết_nghĩ	O	O	O	N
câu	O	O	O	N
trả_lời	O	O	O	N
đã	O	O	O	N
khá	O	O	O	N
rõ_ràng	O	O	O	N
.	O	O	O	N

3	O	PER	T1	N
chàng_trai	O	PER	T1	N
Việt	O	PER	T1	N
mở	Start-org	O	T2	Agent-Arg:T1 Org-Arg:T3 Place-Arg:T4 
công_ty	O	ORG	T3	N
phần_mềm	O	ORG	T3	N
ở	O	O	O	N
Phần_Lan	O	GPE	T4	N
.	O	O	O	N

Điều	O	O	O	N
tôi	O	O	O	N
băn_khoăn	O	O	O	N
là	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
đã	O	O	O	N
tham_khảo	O	O	O	N
trên	O	O	O	N
mạng	O	O	O	N
thấy	O	O	O	N
để	O	O	O	N
nhập	O	O	O	N
dây_chuyền	O	O	O	N
sản_xuất	O	O	O	N
với	O	O	O	N
số	O	O	O	N
vốn	O	O	O	N
300	O	O	O	N
triệu	O	O	O	N
là	O	O	O	N
không	O	O	O	N
đủ	O	O	O	N
.	O	O	O	N

Nhưng	O	O	O	N
nếu	O	O	O	N
chỉ	O	O	O	N
làm	O	O	O	N
nhà_phân_phối	O	O	O	N
thì	O	O	O	N
tôi	O	O	O	N
thấy	O	O	O	N
không	O	O	O	N
lãi	O	O	O	N
nhiều	O	O	O	N
,	O	O	O	N
cạnh_tranh	O	O	O	N
kém	O	O	O	N
,	O	O	O	N
hàng_hoá	O	O	O	N
lại	O	O	O	N
không	O	O	O	N
có	O	O	O	N
hoá_đơn	O	O	O	N
đi	O	O	O	N
kèm	O	O	O	N
rất	O	O	O	N
khó_khăn	O	O	O	N
cho	O	O	O	N
việc	O	O	O	N
tiêu_thụ	O	O	O	N
.	O	O	O	N

Vậy	O	O	O	N
tôi	O	O	O	N
có	O	O	O	N
nên	O	O	O	N
vay	O	O	O	N
thêm	O	O	O	N
vốn	O	O	O	N
để	O	O	O	N
triển_khai	O	O	O	N
không	O	O	O	N
?	O	O	O	N

Liệu	O	O	O	N
sẽ	O	O	O	N
gặp	O	O	O	N
phải	O	O	O	N
những	O	O	O	N
rủi_ro	O	O	O	N
gì	O	O	O	N
?	O	O	O	N

Rất	O	O	O	N
mong	O	O	O	N
nhận	O	O	O	N
được	O	O	O	N
tư_vấn	O	O	O	N
của	O	O	O	N
độc_giả	O	O	O	N
.	O	O	O	N

'	O	O	O	N
Phá_sản	Declare-bankruptcy	O	T1	
vì	O	O	O	N
khách	O	O	O	N
uống	O	O	O	N
cà_phê	O	O	O	N
20.000	O	O	O	N
ngồi	O	O	O	N
đồng	O	O	O	N
5	O	O	O	N
tiếng	O	O	O	N
'	O	O	O	N
:	O	O	O	N
Không	O	O	O	N
phải	O	O	O	N
lỗi	O	O	O	N
của	O	O	O	N
khách	O	O	O	N
.	O	O	O	N

Cách	O	O	O	N
bạn	O	O	O	N
Tấn_Hùng	O	PER	T4	N
phản_ứng	O	O	O	N
trong	O	O	O	N
tựa	O	O	O	N
đề	O	O	O	N
"	O	O	O	N
Phá_sản	Declare-bankruptcy	O	T5	
vì	O	O	O	N
khách	O	O	O	N
uống	O	O	O	N
cà_phê	O	O	O	N
20.000	O	O	O	N
ngồi	O	O	O	N
đồng	O	O	O	N
5	O	O	O	N
tiếng	O	O	O	N
"	O	O	O	N
cho	O	O	O	N
thấy	O	O	O	N
bạn	O	O	O	N
đang	O	O	O	N
đẩy	O	O	O	N
lỗi	O	O	O	N
cá_nhân	O	O	O	N
mình	O	O	O	N
cho	O	O	O	N
khách_hàng	O	O	O	N
.	O	O	O	N

Là	O	O	O	N
người	O	O	O	N
kinh_doanh	O	O	O	N
mô_hình	O	O	O	N
Coffee	O	O	O	N
shop	O	O	O	N
,	O	O	O	N
mình	O	O	O	N
rất	O	O	O	N
thông_cảm	O	O	O	N
cho	O	O	O	N
tình_hình	O	O	O	N
hiện_tại	O	O	O	N
của	O	O	O	N
bạn	O	O	O	N
.	O	O	O	N

Nhưng	O	O	O	N
kinh_doanh	O	O	O	N
cà_phê	O	O	O	N
là	O	O	O	N
một	O	O	O	N
nghề	O	O	O	N
rất	O	O	O	N
dễ	O	O	O	N
bắt_đầu	O	O	O	N
nhưng	O	O	O	N
để	O	O	O	N
thành_công	O	O	O	N
là	O	O	O	N
một	O	O	O	N
điều	O	O	O	N
không	O	O	O	N
hề	O	O	O	N
đơn_giản	O	O	O	N
.	O	O	O	N

Việc	O	O	O	N
bạn	O	O	O	N
bỏ	O	O	O	N
ngang	O	O	O	N
công_việc	O	O	O	N
ổn_định	O	O	O	N
để	O	O	O	N
chuyển	O	O	O	N
sang	O	O	O	N
kinh_doanh	O	O	O	N
cà_phê	O	O	O	N
vì	O	O	O	N
nghĩ	O	O	O	N
"	O	O	O	N
thu_nhập	O	O	O	N
sẽ	O	O	O	N
khá	O	O	O	N
hơn	O	O	O	N
"	O	O	O	N
là	O	O	O	N
hơi	O	O	O	N
vội_vàng	O	O	O	N
và	O	O	O	N
có	O	O	O	N
phần	O	O	O	N
nông_nổi	O	O	O	N
.	O	O	O	N

Bất_kỳ	O	O	O	N
công_việc	O	O	O	N
nào	O	O	O	N
,	O	O	O	N
bạn	O	O	O	N
phải	O	O	O	N
tập_trung	O	O	O	N
và	O	O	O	N
dành	O	O	O	N
nhiều	O	O	O	N
thời_gian	O	O	O	N
cho	O	O	O	N
nó	O	O	O	N
thì	O	O	O	N
mới	O	O	O	N
thành_công	O	O	O	N
được	O	O	O	N
.	O	O	O	N

>	O	O	O	N
>	O	O	O	N
'	O	O	O	N
Người	O	O	O	N
đi	O	O	O	N
làm	O	O	O	N
uống	O	O	O	N
cà_phê	O	O	O	N
vỉa_hè	O	O	O	N
,	O	O	O	N
sinh_viên	O	O	O	N
lại	O	O	O	N
vào	O	O	O	N
quán	O	O	O	N
sang	O	O	O	N
chảnh	O	O	O	N
'	O	O	O	N

Về	O	O	O	N
cơ_bản	O	O	O	N
,	O	O	O	N
bạn	O	O	O	N
phải	O	O	O	N
hiểu	O	O	O	N
về	O	O	O	N
thị_trường	O	O	O	N
F	O	O	O	N
&	O	O	O	N
B	O	O	O	N
(	O	O	O	N
Food	O	O	O	N
&	O	O	O	N
Beverage	O	O	O	N
-	O	O	O	N
ngành	O	O	O	N
kinh_doanh	O	O	O	N
nhà_hàng	O	O	O	N
,	O	O	O	N
quán	O	O	O	N
cà_phê	O	O	O	N
-	O	O	O	N
BTV	O	O	O	N
)	O	O	O	N
và	O	O	O	N
cần	O	O	O	N
tìm_hiểu	O	O	O	N
sâu	O	O	O	N
thói_quen	O	O	O	N
hành_vi	O	O	O	N
người	O	O	O	N
dùng	O	O	O	N
để	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
một	O	O	O	N
sản_phẩm	O	O	O	N
và	O	O	O	N
dịch_vụ	O	O	O	N
phù_hợp	O	O	O	N
.	O	O	O	N

Bạn	O	O	O	N
chọn	O	O	O	N
địa_điểm	O	O	O	N
gần	O	O	O	N
trường_học	O	O	O	N
có_nghĩa	O	O	O	N
đối_tượng	O	O	O	N
của	O	O	O	N
bạn	O	O	O	N
là	O	O	O	N
sinh_viên	O	O	O	N
,	O	O	O	N
không	O	O	O	N
như	O	O	O	N
giới	O	O	O	N
văn_phòng	O	O	O	N
tranh_thủ	O	O	O	N
"	O	O	O	N
đá	O	O	O	N
"	O	O	O	N
ly	O	O	O	N
nâu	O	O	O	N
buổi_sáng	O	O	O	N
cho	O	O	O	N
tỉnh_táo	O	O	O	N
để	O	O	O	N
bắt_đầu	O	O	O	N
ngày	O	O	O	N
làm_việc	O	O	O	N
.	O	O	O	N

Sinh_viên	O	O	O	N
kêu	O	O	O	N
ly	O	O	O	N
đá	O	O	O	N
đen	O	O	O	N
vì	O	O	O	N
họ	O	O	O	N
cần	O	O	O	N
không_gian	O	O	O	N
để	O	O	O	N
học	O	O	O	N
hay	O	O	O	N
giải_trí	O	O	O	N
online	O	O	O	N
,	O	O	O	N
giúp	O	O	O	N
họ	O	O	O	N
tránh	O	O	O	N
xa	O	O	O	N
cái	O	O	O	N
phòng	O	O	O	N
trọ	O	O	O	N
tồi_tàn	O	O	O	N
và	O	O	O	N
cái	O	O	O	N
giường	O	O	O	N
tầng	O	O	O	N
u_tối	O	O	O	N
của	O	O	O	N
khu	O	O	O	N
ký_túc_xá	O	O	O	N
mất	O	O	O	N
điện	O	O	O	N
triền_miên	O	O	O	N
.	O	O	O	N

>	O	O	O	N
>	O	O	O	N
'	O	O	O	N
Sinh_viên	O	O	O	N
uống	O	O	O	N
cà_phê	O	O	O	N
sang	O	O	O	N
chảnh	O	O	O	N
60.000	O	O	O	N
đồng	O	O	O	N
vì	O	O	O	N
họ	O	O	O	N
thấy	O	O	O	N
xứng_đáng	O	O	O	N
'	O	O	O	N

Vì_thế	O	O	O	N
,	O	O	O	N
họ	O	O	O	N
ở	O	O	O	N
đó	O	O	O	N
2	O	O	O	N
-	O	O	O	N
3	O	O	O	N
giờ	O	O	O	N
là	O	O	O	N
hợp_lý	O	O	O	N
.	O	O	O	N

Lẽ_ra	O	O	O	N
khi	O	O	O	N
bạn	O	O	O	N
thấy	O	O	O	N
phần_đông	O	O	O	N
khách_hàng	O	O	O	N
mình	O	O	O	N
như_thế	O	O	O	N
,	O	O	O	N
bạn	O	O	O	N
có_thể	O	O	O	N
thay_đổi	O	O	O	N
,	O	O	O	N
bổ_sung	O	O	O	N
một_chút	O	O	O	N
mô_hình	O	O	O	N
kinh_doanh	O	O	O	N
địa_điểm	O	O	O	N
của	O	O	O	N
mình	O	O	O	N
để	O	O	O	N
tăng	O	O	O	N
doanh_thu	O	O	O	N
,	O	O	O	N
thay_vì	O	O	O	N
ngồi	O	O	O	N
pha	O	O	O	N
mấy	O	O	O	N
ly	O	O	O	N
cà_phê	O	O	O	N
và	O	O	O	N
mong_chờ	O	O	O	N
khách_hàng	O	O	O	N
lũ_lượt	O	O	O	N
vào	O	O	O	N
ra	O	O	O	N
thưởng_thức	O	O	O	N
.	O	O	O	N

Trong	O	O	O	N
khi	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
sản_phẩm	O	O	O	N
của	O	O	O	N
bạn	O	O	O	N
không	O	O	O	N
khác_biệt	O	O	O	N
,	O	O	O	N
dịch_vụ	O	O	O	N
thì	O	O	O	N
nghèo_nàn	O	O	O	N
và	O	O	O	N
mặt	O	O	O	N
nhân_viên	O	O	O	N
thì	O	O	O	N
buồn	O	O	O	N
như	O	O	O	N
đưa	O	O	O	N
đám	O	O	O	N
.	O	O	O	N

Đơn_giản	O	O	O	N
nhất	O	O	O	N
là	O	O	O	N
bạn	O	O	O	N
nên	O	O	O	N
bán	O	O	O	N
thêm	O	O	O	N
các	O	O	O	N
món_ăn	O	O	O	N
nhẹ	O	O	O	N
,	O	O	O	N
vì	O	O	O	N
thử	O	O	O	N
nghĩ	O	O	O	N
xem	O	O	O	N
,	O	O	O	N
ngồi	O	O	O	N
ngâm	O	O	O	N
mà	O	O	O	N
cứ	O	O	O	N
châm	O	O	O	N
trà	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
hút	O	O	O	N
hết	O	O	O	N
ly	O	O	O	N
cà_phê	O	O	O	N
đen	O	O	O	N
thì	O	O	O	N
thành	O	O	O	N
ruột	O	O	O	N
với	O	O	O	N
dạ_dày	O	O	O	N
nó	O	O	O	N
cũng	O	O	O	N
cào	O	O	O	N
mỏng	O	O	O	N
thành	O	O	O	N
giấy_dó	O	O	O	N
.	O	O	O	N

>	O	O	O	N
>	O	O	O	N
'	O	O	O	N
Phá_sản	O	O	O	N
vì	O	O	O	N
khách	O	O	O	N
uống	O	O	O	N
cà_phê	O	O	O	N
20.000	O	O	O	N
ngồi	O	O	O	N
đồng	O	O	O	N
5	O	O	O	N
tiếng	O	O	O	N
'	O	O	O	N
:	O	O	O	N
Cơ_hội	O	O	O	N
trong	O	O	O	N
khó_khăn	O	O	O	N

Bạn	O	O	O	N
nói	O	O	O	N
rằng	O	O	O	N
thời_gian	O	O	O	N
đầu	O	O	O	N
kinh_doanh	O	O	O	N
tốt	O	O	O	N
,	O	O	O	N
nhưng	O	O	O	N
về	O	O	O	N
sau	O	O	O	N
doanh_thu	O	O	O	N
sụt_giảm	O	O	O	N
,	O	O	O	N
có	O	O	O	N
nghĩa_là	O	O	O	N
quán	O	O	O	N
bạn	O	O	O	N
không	O	O	O	N
thật_sự	O	O	O	N
ổn	O	O	O	N
.	O	O	O	N

Điều	O	O	O	N
đó	O	O	O	N
không_thể	O	O	O	N
bắt_nguồn	O	O	O	N
từ	O	O	O	N
những	O	O	O	N
người	O	O	O	N
khách	O	O	O	N
ngồi	O	O	O	N
lâu	O	O	O	N
.	O	O	O	N

Bạn	O	O	O	N
phải	O	O	O	N
hiểu	O	O	O	N
rằng	O	O	O	N
chính	O	O	O	N
những	O	O	O	N
người	O	O	O	N
ngồi	O	O	O	N
lâu	O	O	O	N
đó	O	O	O	N
đã	O	O	O	N
và	O	O	O	N
đang	O	O	O	N
đảm_bảo	O	O	O	N
cho	O	O	O	N
bạn	O	O	O	N
có	O	O	O	N
một	O	O	O	N
nguồn	O	O	O	N
thu	O	O	O	N
ổn_định	O	O	O	N
,	O	O	O	N
bù_đắp	O	O	O	N
vào	O	O	O	N
cái	O	O	O	N
lưng	O	O	O	N
vốn	O	O	O	N
ọp_ẹp	O	O	O	N
của	O	O	O	N
mình	O	O	O	N
.	O	O	O	N

Vì_thế	O	O	O	N
,	O	O	O	N
đừng	O	O	O	N
cằn_nhằn	O	O	O	N
khách	O	O	O	N
ngồi	O	O	O	N
lâu	O	O	O	N
mà	O	O	O	N
hãy	O	O	O	N
nhìn	O	O	O	N
sâu	O	O	O	N
vào	O	O	O	N
cái	O	O	O	N
lỗi_lầm	O	O	O	N
của	O	O	O	N
chính	O	O	O	N
ta	O	O	O	N
bạn	O	O	O	N
ạ	O	O	O	N
.	O	O	O	N
Thân_mến	O	O	O	N
.	O	O	O	N

>	O	O	O	N
>	O	O	O	N
Chia	O	O	O	N
sẻ	O	O	O	N
bài	O	O	O	N
viết	O	O	O	N
của	O	O	O	N
bạn	O	O	O	N
tại	O	O	O	N
đây	O	O	O	N

Ngẫm	O	O	O	N

>	O	O	O	N
>	O	O	O	N
Xem	O	O	O	N
thêm	O	O	O	N
:	O	O	O	N
Tôi	O	O	O	N
sắp	O	O	O	N
phá_sản	O	O	O	N
vì	O	O	O	N
khách	O	O	O	N
uống	O	O	O	N
cà_phê	O	O	O	N
20.000	O	O	O	N
'	O	O	O	N
ngồi_đồng	O	O	O	N
'	O	O	O	N
suốt	O	O	O	N
5	O	O	O	N
tiếng	O	O	O	N

Bế_tắc	O	O	O	N
vì	O	O	O	N
chồng	O	O	O	N
lười	O	O	O	N
khi	O	O	O	N
cùng	O	O	O	N
mở	O	O	O	N
công_ty	O	O	O	N
với	O	O	O	N
vợ	O	O	O	N
.	O	O	O	N

Tôi	O	O	O	N
luôn	O	O	O	N
cố_gắng	O	O	O	N
hết_sức	O	O	O	N
để	O	O	O	N
mọi	O	O	O	N
thứ	O	O	O	N
đi	O	O	O	N
vào	O	O	O	N
ổn_định	O	O	O	N
nhưng	O	O	O	N
chồng	O	O	O	N
tôi	O	O	O	N
thì	O	O	O	N
lười_biếng	O	O	O	N
,	O	O	O	N
tôi	O	O	O	N
phải	O	O	O	N
liên_tục	O	O	O	N
nhắc	O	O	O	N
thì	O	O	O	N
công_việc	O	O	O	N
mới	O	O	O	N
hoàn_thành	O	O	O	N
.	O	O	O	N

Nhiều	O	O	O	N
lúc	O	O	O	N
bất_mãn	O	O	O	N
,	O	O	O	N
tôi	O	O	O	N
muốn	O	O	O	N
ra	O	O	O	N
làm	O	O	O	N
riêng	O	O	O	N
nhưng	O	O	O	N
biết	O	O	O	N
chắc	O	O	O	N
công_ty	O	ORG	T1	N
sau	O	O	O	N
đó	O	O	O	N
sẽ	O	O	O	N
đi	O	O	O	N
đến	O	O	O	N
sụp_đổ	End-org	O	T2	Org-Arg:T1 
,	O	O	O	N
tôi	O	O	O	N
không	O	O	O	N
cam_tâm	O	O	O	N
.	O	O	O	N

Tôi	O	O	O	N
đã	O	O	O	N
nói_chuyện	O	O	O	N
với	O	O	O	N
anh	O	O	O	N
rất	O	O	O	N
nhiều	O	O	O	N
lần	O	O	O	N
nhưng	O	O	O	N
trong	O	O	O	N
vòng	O	O	O	N
hai	O	O	O	N
năm	O	O	O	N
qua	O	O	O	N
vẫn	O	O	O	N
không	O	O	O	N
có	O	O	O	N
gì	O	O	O	N
thay_đổi	O	O	O	N
.	O	O	O	N

Mỗi	O	O	O	N
lần	O	O	O	N
góp_ý	O	O	O	N
,	O	O	O	N
anh	O	O	O	N
luôn	O	O	O	N
tỏ	O	O	O	N
